"Gene","Accession","Measure","final.mean","Time","Lot","ID","Status"
"HFE","NM_139011","Mean_1HR_C2",0.0348329,"1HR","C2","NM_139011.C2","Silent"
"HLA-A","NM_002116","Mean_1HR_C2",123.09775,"1HR","C2","NM_002116.C2","Active"
"HLA-B","NM_005514","Mean_1HR_C2",335.718,"1HR","C2","NM_005514.C2","Active"
"HLA-C","NM_002117","Mean_1HR_C2",182.11725,"1HR","C2","NM_002117.C2","Active"
"HLA-DMA","NM_006120","Mean_1HR_C2",42.20295,"1HR","C2","NM_006120.C2","Active"
"HLA-DMB","NM_002118","Mean_1HR_C2",38.35315,"1HR","C2","NM_002118.C2","Active"
"HLA-DOB","NM_002120","Mean_1HR_C2",14.2711,"1HR","C2","NM_002120.C2","Active"
"HLA-DPA1","NM_033554","Mean_1HR_C2",227.7925,"1HR","C2","NM_033554.C2","Active"
"HLA-DPB1","NM_002121","Mean_1HR_C2",144.39825,"1HR","C2","NM_002121.C2","Active"
"HLA-DQA1","NM_002122","Mean_1HR_C2",107.654025,"1HR","C2","NM_002122.C2","Active"
"HLA-DQB1","NM_002123","Mean_1HR_C2",15.95595,"1HR","C2","NM_002123.C2","Active"
"HLA-DRA","NM_019111","Mean_1HR_C2",629.59275,"1HR","C2","NM_019111.C2","Active"
"HLA-DRB1","NM_002124","Mean_1HR_C2",1.4132825,"1HR","C2","NM_002124.C2","Active"
"HLA-DRB3","NM_022555","Mean_1HR_C2",313.241,"1HR","C2","NM_022555.C2","Active"
"ICAM1","NM_000201","Mean_1HR_C2",4.3737225,"1HR","C2","NM_000201.C2","Active"
"ICAM2","NM_000873","Mean_1HR_C2",7.05901,"1HR","C2","NM_000873.C2","Active"
"ICAM3","NM_002162","Mean_1HR_C2",0.20909525,"1HR","C2","NM_002162.C2","Silent"
"ICAM4","NM_001039132","Mean_1HR_C2",0.4626255,"1HR","C2","NM_001039132.C2",NA
"ICAM5","NM_003259","Mean_1HR_C2",0.0901847,"1HR","C2","NM_003259.C2","Silent"
"ICOS","NM_012092","Mean_1HR_C2",0.035939025,"1HR","C2","NM_012092.C2","Silent"
"ICOSLG","NM_015259","Mean_1HR_C2",15.766,"1HR","C2","NM_015259.C2","Active"
"IDO1","NM_002164","Mean_1HR_C2",0.033807525,"1HR","C2","NM_002164.C2","Silent"
"IFI16","NM_005531","Mean_1HR_C2",26.649,"1HR","C2","NM_005531.C2","Active"
"IFI35","NM_005533","Mean_1HR_C2",4.21514,"1HR","C2","NM_005533.C2","Active"
"IFIH1","NM_022168","Mean_1HR_C2",3.9709125,"1HR","C2","NM_022168.C2","Active"
"IFIT2","NM_001547","Mean_1HR_C2",1.5343975,"1HR","C2","NM_001547.C2","Active"
"IFITM1","NM_003641","Mean_1HR_C2",144.26575,"1HR","C2","NM_003641.C2","Active"
"IFNA1/13","NM_024013","Mean_1HR_C2",0.018220873,"1HR","C2","NM_024013.C2","Silent"
"IFNA2","NM_000605","Mean_1HR_C2",0.111591625,"1HR","C2","NM_000605.C2","Silent"
"IFNAR1","NM_000629","Mean_1HR_C2",0.92103075,"1HR","C2","NM_000629.C2","Active"
"IFNAR2","NM_000874","Mean_1HR_C2",5.4788325,"1HR","C2","NM_000874.C2","Active"
"IFNB1","NM_002176","Mean_1HR_C2",0.0933173,"1HR","C2","NM_002176.C2","Silent"
"IFNG","NM_000619","Mean_1HR_C2",0.030693375,"1HR","C2","NM_000619.C2","Silent"
"IFNGR1","NM_000416","Mean_1HR_C2",6.941075,"1HR","C2","NM_000416.C2","Active"
"IGF2R","NM_000876","Mean_1HR_C2",0.5806425,"1HR","C2","NM_000876.C2",NA
"IKBKAP","NM_003640","Mean_1HR_C2",1.1120495,"1HR","C2","NM_003640.C2","Active"
"IKBKB","NM_001556","Mean_1HR_C2",3.05607625,"1HR","C2","NM_001556.C2","Active"
"IKBKE","NM_014002","Mean_1HR_C2",4.3112575,"1HR","C2","NM_014002.C2","Active"
"IKBKG","NM_003639","Mean_1HR_C2",3.8342975,"1HR","C2","NM_003639.C2","Active"
"IKZF1","NM_006060","Mean_1HR_C2",1.42631,"1HR","C2","NM_006060.C2","Active"
"IKZF2","NM_016260","Mean_1HR_C2",2.181925,"1HR","C2","NM_016260.C2","Active"
"IKZF3","NM_183232","Mean_1HR_C2",25.345925,"1HR","C2","NM_183232.C2","Active"
"IL10","NM_000572","Mean_1HR_C2",0.032746375,"1HR","C2","NM_000572.C2","Silent"
"IL10RA","NM_001558","Mean_1HR_C2",17.49205,"1HR","C2","NM_001558.C2","Active"
"IL11RA","NM_147162","Mean_1HR_C2",0.2385885,"1HR","C2","NM_147162.C2","Silent"
"IL12A","NM_000882","Mean_1HR_C2",0.107324275,"1HR","C2","NM_000882.C2","Silent"
"IL12B","NM_002187","Mean_1HR_C2",0.164609,"1HR","C2","NM_002187.C2","Silent"
"IL12RB1","NM_005535","Mean_1HR_C2",3.680635,"1HR","C2","NM_005535.C2","Active"
"IL13","NM_002188","Mean_1HR_C2",0.0857841,"1HR","C2","NM_002188.C2","Silent"
"IL13RA1","NM_001560","Mean_1HR_C2",14.86305,"1HR","C2","NM_001560.C2","Active"
"IL15","NM_172174","Mean_1HR_C2",0.02649355,"1HR","C2","NM_172174.C2","Silent"
"IL16","NM_004513","Mean_1HR_C2",15.83765,"1HR","C2","NM_004513.C2","Active"
"IL17A","NM_002190","Mean_1HR_C2",0.01612635,"1HR","C2","NM_002190.C2","Silent"
"IL17B","NM_014443","Mean_1HR_C2",0.03596515,"1HR","C2","NM_014443.C2","Silent"
"IL17F","NM_052872","Mean_1HR_C2",0.032799575,"1HR","C2","NM_052872.C2","Silent"
"IL18","NM_001562","Mean_1HR_C2",0.0381559,"1HR","C2","NM_001562.C2","Silent"
"IL18R1","NM_003855","Mean_1HR_C2",0.046408325,"1HR","C2","NM_003855.C2","Silent"
"IL18RAP","NM_003853","Mean_1HR_C2",0.377843,"1HR","C2","NM_003853.C2","Silent"
"IL19","NM_013371","Mean_1HR_C2",0.018204648,"1HR","C2","NM_013371.C2","Silent"
"IL1A","NM_000575","Mean_1HR_C2",0.0244036,"1HR","C2","NM_000575.C2","Silent"
"IL1B","NM_000576","Mean_1HR_C2",0.026505725,"1HR","C2","NM_000576.C2","Silent"
"IL1R1","NM_000877","Mean_1HR_C2",0.042341598,"1HR","C2","NM_000877.C2","Silent"
"IL1R2","NM_173343","Mean_1HR_C2",0.22440075,"1HR","C2","NM_173343.C2","Silent"
"IL1RAP","NM_002182","Mean_1HR_C2",0.05487995,"1HR","C2","NM_002182.C2","Silent"
"IL1RL1","NM_016232","Mean_1HR_C2",0.00897853,"1HR","C2","NM_016232.C2","Silent"
"IL1RL2","NM_003854","Mean_1HR_C2",0.045346375,"1HR","C2","NM_003854.C2","Silent"
"IL1RN","NM_000577","Mean_1HR_C2",0.016129548,"1HR","C2","NM_000577.C2","Silent"
"IL2","NM_000586","Mean_1HR_C2",0.016134348,"1HR","C2","NM_000586.C2","Silent"
"IL20","NM_018724","Mean_1HR_C2",0.024426275,"1HR","C2","NM_018724.C2","Silent"
"IL21","NM_021803","Mean_1HR_C2",0.021331175,"1HR","C2","NM_021803.C2","Silent"
"IL21R","NM_021798","Mean_1HR_C2",3.1507775,"1HR","C2","NM_021798.C2","Active"
"IL22","NM_020525","Mean_1HR_C2",0.023485348,"1HR","C2","NM_020525.C2","Silent"
"IL22RA2","NM_181310","Mean_1HR_C2",0.01115785,"1HR","C2","NM_181310.C2","Silent"
"IL23A","NM_016584","Mean_1HR_C2",0.3025245,"1HR","C2","NM_016584.C2","Silent"
"IL23R","NM_144701","Mean_1HR_C2",0.024407025,"1HR","C2","NM_144701.C2","Silent"
"IL26","NM_018402","Mean_1HR_C2",0.068729625,"1HR","C2","NM_018402.C2","Silent"
"IL27","NM_145659","Mean_1HR_C2",0.03486065,"1HR","C2","NM_145659.C2","Silent"
"IL28A","NM_172138","Mean_1HR_C2",0.062294675,"1HR","C2","NM_172138.C2","Silent"
"IL28A/B","NM_172139","Mean_1HR_C2",0.038151353,"1HR","C2","NM_172139.C2","Silent"
"IL29","NM_172140","Mean_1HR_C2",0.03171455,"1HR","C2","NM_172140.C2","Silent"
"IL2RA","NM_000417","Mean_1HR_C2",0.0464323,"1HR","C2","NM_000417.C2","Silent"
"IL2RB","NM_000878","Mean_1HR_C2",0.601084,"1HR","C2","NM_000878.C2","Silent"
"IL2RG","NM_000206","Mean_1HR_C2",38.52945,"1HR","C2","NM_000206.C2","Active"
"IL3","NM_000588","Mean_1HR_C2",0.02652195,"1HR","C2","NM_000588.C2","Silent"
"IL32","NM_001012633","Mean_1HR_C2",66.41,"1HR","C2","NM_001012633.C2","Active"
"IL4","NM_000589","Mean_1HR_C2",0.03594325,"1HR","C2","NM_000589.C2","Silent"
"IL4R","NM_000418","Mean_1HR_C2",5.18522,"1HR","C2","NM_000418.C2","Active"
"IL5","NM_000879","Mean_1HR_C2",0.02335725,"1HR","C2","NM_000879.C2","Silent"
"IL6","NM_000600","Mean_1HR_C2",0.2145505,"1HR","C2","NM_000600.C2","Silent"
"IL6R","NM_000565","Mean_1HR_C2",0.02235795,"1HR","C2","NM_000565.C2","Silent"
"IL6ST","NM_002184","Mean_1HR_C2",2.2049725,"1HR","C2","NM_002184.C2","Active"
"IL7","NM_000880","Mean_1HR_C2",0.021363098,"1HR","C2","NM_000880.C2","Silent"
"IL7R","NM_002185","Mean_1HR_C2",2.173575,"1HR","C2","NM_002185.C2","Active"
"IL8","NM_000584","Mean_1HR_C2",0.604874,"1HR","C2","NM_000584.C2",NA
"IL9","NM_000590","Mean_1HR_C2",0.026487775,"1HR","C2","NM_000590.C2","Silent"
"ILF3","NM_001137673","Mean_1HR_C2",24.2814,"1HR","C2","NM_001137673.C2","Active"
"IRAK1","NM_001569","Mean_1HR_C2",5.81792375,"1HR","C2","NM_001569.C2","Active"
"IRAK3","NM_007199","Mean_1HR_C2",0.035496125,"1HR","C2","NM_007199.C2","Silent"
"IRAK4","NM_016123","Mean_1HR_C2",4.8954875,"1HR","C2","NM_016123.C2","Active"
"IRF1","NM_002198","Mean_1HR_C2",11.0518025,"1HR","C2","NM_002198.C2","Active"
"IRF3","NM_001571","Mean_1HR_C2",3.3762175,"1HR","C2","NM_001571.C2","Active"
"IRF4","NM_002460","Mean_1HR_C2",9.75431,"1HR","C2","NM_002460.C2","Active"
"IRF5","NM_002200","Mean_1HR_C2",3.911165,"1HR","C2","NM_002200.C2","Active"
"IRF7","NM_001572","Mean_1HR_C2",28.14445,"1HR","C2","NM_001572.C2","Active"
"IRF8","NM_002163","Mean_1HR_C2",12.8074775,"1HR","C2","NM_002163.C2","Active"
"IRGM","NM_001145805","Mean_1HR_C2",0.03594325,"1HR","C2","NM_001145805.C2","Silent"
"ITGA2B","NM_000419","Mean_1HR_C2",0.04324255,"1HR","C2","NM_000419.C2","Silent"
"ITGA4","NM_000885","Mean_1HR_C2",17.268175,"1HR","C2","NM_000885.C2","Active"
"ITGA5","NM_002205","Mean_1HR_C2",0.46049075,"1HR","C2","NM_002205.C2","Silent"
"ITGA6","NM_000210","Mean_1HR_C2",0.03594325,"1HR","C2","NM_000210.C2","Silent"
"ITGAE","NM_002208","Mean_1HR_C2",3.3496825,"1HR","C2","NM_002208.C2","Active"
"ITGAL","NM_002209","Mean_1HR_C2",1.27218675,"1HR","C2","NM_002209.C2","Active"
"ITGAM","NM_000632","Mean_1HR_C2",13.244275,"1HR","C2","NM_000632.C2","Active"
"ITGAX","NM_000887","Mean_1HR_C2",0.6993235,"1HR","C2","NM_000887.C2",NA
"ITGB1","NM_033666","Mean_1HR_C2",8.3593925,"1HR","C2","NM_033666.C2","Active"
"ITGB2","NM_000211","Mean_1HR_C2",12.24355,"1HR","C2","NM_000211.C2","Active"
"ITLN1","NM_017625","Mean_1HR_C2",0.0348575,"1HR","C2","NM_017625.C2","Silent"
"ITLN2","NM_080878","Mean_1HR_C2",0.019350875,"1HR","C2","NM_080878.C2","Silent"
"KCNJ2","NM_000891","Mean_1HR_C2",0.033787925,"1HR","C2","NM_000891.C2","Silent"
"KIR_Activating_Subgroup_1","NM_001083539","Mean_1HR_C2",0.060196875,"1HR","C2","NM_001083539.C2","Silent"
"KIR_Activating_Subgroup_2","NM_014512","Mean_1HR_C2",0.034930725,"1HR","C2","NM_014512.C2","Silent"
"KIR_Inhibiting_Subgroup_1","NM_014218","Mean_1HR_C2",0.0223711,"1HR","C2","NM_014218.C2","Silent"
"KIR_Inhibiting_Subgroup_2","NM_014511","Mean_1HR_C2",0.015142528,"1HR","C2","NM_014511.C2","Silent"
"KIR3DL1","NM_013289","Mean_1HR_C2",0.02858955,"1HR","C2","NM_013289.C2","Silent"
"KIR3DL2","NM_006737","Mean_1HR_C2",0.051771875,"1HR","C2","NM_006737.C2","Silent"
"KIR3DL3","NM_153443","Mean_1HR_C2",0.03070425,"1HR","C2","NM_153443.C2","Silent"
"KLRAP1","NR_028045","Mean_1HR_C2",0.17749725,"1HR","C2","NR_028045.C2","Silent"
"KLRB1","NM_002258","Mean_1HR_C2",0.017212828,"1HR","C2","NM_002258.C2","Silent"
"KLRC1","NM_002259","Mean_1HR_C2",0.030866378,"1HR","C2","NM_002259.C2","Silent"
"KLRC2","NM_002260","Mean_1HR_C2",0.089001,"1HR","C2","NM_002260.C2","Silent"
"KLRC3","NM_007333","Mean_1HR_C2",0.5027675,"1HR","C2","NM_007333.C2","Silent"
"KLRC4","NM_013431","Mean_1HR_C2",1.2744075,"1HR","C2","NM_013431.C2","Active"
"KLRD1","NM_002262","Mean_1HR_C2",0.025477225,"1HR","C2","NM_002262.C2","Silent"
"KLRF1","NM_016523","Mean_1HR_C2",0.026500925,"1HR","C2","NM_016523.C2","Silent"
"KLRF2","NM_001190765","Mean_1HR_C2",0.00895835,"1HR","C2","NM_001190765.C2","Silent"
"KLRG1","NM_005810","Mean_1HR_C2",0.044305025,"1HR","C2","NM_005810.C2","Silent"
"KLRG2","NM_198508","Mean_1HR_C2",0.052771825,"1HR","C2","NM_198508.C2","Silent"
"KLRK1","NM_007360","Mean_1HR_C2",1.7573175,"1HR","C2","NM_007360.C2","Active"
"LAG3","NM_002286","Mean_1HR_C2",0.056979475,"1HR","C2","NM_002286.C2","Silent"
"LAIR1","NM_002287","Mean_1HR_C2",2.2024125,"1HR","C2","NM_002287.C2","Active"
"LAMP3","NM_014398","Mean_1HR_C2",0.03594055,"1HR","C2","NM_014398.C2","Silent"
"LCK","NM_005356","Mean_1HR_C2",1.317165125,"1HR","C2","NM_005356.C2","Active"
"LCP2","NM_005565","Mean_1HR_C2",3.1435025,"1HR","C2","NM_005565.C2","Active"
"LEF1","NM_016269","Mean_1HR_C2",0.34083475,"1HR","C2","NM_016269.C2","Silent"
"LGALS3","NM_001177388","Mean_1HR_C2",0.025495175,"1HR","C2","NM_001177388.C2","Silent"
"LIF","NM_002309","Mean_1HR_C2",0.203731,"1HR","C2","NM_002309.C2","Silent"
"LILRA1","NM_006863","Mean_1HR_C2",0.0517126,"1HR","C2","NM_006863.C2","Silent"
"LILRA2","NM_006866","Mean_1HR_C2",0.82682725,"1HR","C2","NM_006866.C2",NA
"LILRA3","NM_006865","Mean_1HR_C2",0.05822265,"1HR","C2","NM_006865.C2","Silent"
"LILRA4","NM_012276","Mean_1HR_C2",0.022358048,"1HR","C2","NM_012276.C2","Silent"
"LILRA5","NM_181879","Mean_1HR_C2",0.49833125,"1HR","C2","NM_181879.C2","Silent"
"LILRA6","NM_024318","Mean_1HR_C2",0.096554275,"1HR","C2","NM_024318.C2","Silent"
"LILRB1","NM_001081637","Mean_1HR_C2",0.09330405,"1HR","C2","NM_001081637.C2","Silent"
"LILRB2","NM_005874","Mean_1HR_C2",0.256175,"1HR","C2","NM_005874.C2","Silent"
"LILRB3","NM_006864","Mean_1HR_C2",0.26382075,"1HR","C2","NM_006864.C2","Silent"
"LILRB4","NM_001081438","Mean_1HR_C2",6.25648,"1HR","C2","NM_001081438.C2","Active"
"LILRB5","NM_001081442","Mean_1HR_C2",0.024411025,"1HR","C2","NM_001081442.C2","Silent"
"LITAF","NM_004862","Mean_1HR_C2",18.47785,"1HR","C2","NM_004862.C2","Active"
"LTA","NM_000595","Mean_1HR_C2",7.3331275,"1HR","C2","NM_000595.C2","Active"
"LTB4R","NM_181657","Mean_1HR_C2",1.15962175,"1HR","C2","NM_181657.C2","Active"
"LTB4R2","NM_019839","Mean_1HR_C2",0.76455625,"1HR","C2","NM_019839.C2",NA
"LTBR","NM_002342","Mean_1HR_C2",0.03073125,"1HR","C2","NM_002342.C2","Silent"
"LTF","NM_002343","Mean_1HR_C2",0.0275963,"1HR","C2","NM_002343.C2","Silent"
"LY96","NM_015364","Mean_1HR_C2",4.72585,"1HR","C2","NM_015364.C2","Active"
"MAF","NM_005360","Mean_1HR_C2",0.030705125,"1HR","C2","NM_005360.C2","Silent"
"MALT1","NM_006785","Mean_1HR_C2",26.4367,"1HR","C2","NM_006785.C2","Active"
"MAP4K1","NM_007181","Mean_1HR_C2",21.5279625,"1HR","C2","NM_007181.C2","Active"
"MAP4K2","NM_004579","Mean_1HR_C2",11.4752775,"1HR","C2","NM_004579.C2","Active"
"MAP4K4","NM_004834","Mean_1HR_C2",22.9415,"1HR","C2","NM_004834.C2","Active"
"MAPK1","NM_138957","Mean_1HR_C2",13.0811675,"1HR","C2","NM_138957.C2","Active"
"MAPK11","NM_002751","Mean_1HR_C2",1.336718,"1HR","C2","NM_002751.C2","Active"
"MAPKAPK2","NM_004759","Mean_1HR_C2",1.96524375,"1HR","C2","NM_004759.C2","Active"
"MARCO","NM_006770","Mean_1HR_C2",0.038037725,"1HR","C2","NM_006770.C2","Silent"
"MASP1","NM_139125","Mean_1HR_C2",0.031744075,"1HR","C2","NM_139125.C2","Silent"
"MASP2","NM_139208","Mean_1HR_C2",0.050699,"1HR","C2","NM_139208.C2","Silent"
"MBL2","NM_000242","Mean_1HR_C2",0.035939025,"1HR","C2","NM_000242.C2","Silent"
"MBP","NM_002385","Mean_1HR_C2",3.07595,"1HR","C2","NM_002385.C2","Active"
"MCL1","NM_021960","Mean_1HR_C2",35.064275,"1HR","C2","NM_021960.C2","Active"
"MIF","NM_002415","Mean_1HR_C2",60.715625,"1HR","C2","NM_002415.C2","Active"
"MME","NM_000902","Mean_1HR_C2",0.5327255,"1HR","C2","NM_000902.C2",NA
"MR1","NM_001531","Mean_1HR_C2",1.9711375,"1HR","C2","NM_001531.C2","Active"
"MRC1","NM_002438","Mean_1HR_C2",0.016149123,"1HR","C2","NM_002438.C2","Silent"
"MS4A1","NM_152866","Mean_1HR_C2",426.87025,"1HR","C2","NM_152866.C2","Active"
"MSR1","NM_002445","Mean_1HR_C2",0.022358048,"1HR","C2","NM_002445.C2","Silent"
"MUC1","NM_001018017","Mean_1HR_C2",0.102876925,"1HR","C2","NM_001018017.C2","Silent"
"MX1","NM_002462","Mean_1HR_C2",121.9925,"1HR","C2","NM_002462.C2","Active"
"MYD88","NM_002468","Mean_1HR_C2",26.822775,"1HR","C2","NM_002468.C2","Active"
"NCAM1","NM_000615","Mean_1HR_C2",0.20599325,"1HR","C2","NM_000615.C2","Silent"
"NCF4","NM_000631","Mean_1HR_C2",13.689475,"1HR","C2","NM_000631.C2","Active"
"NCR1","NM_004829","Mean_1HR_C2",0.015107573,"1HR","C2","NM_004829.C2","Silent"
"NFATC1","NM_172389","Mean_1HR_C2",3.9836275,"1HR","C2","NM_172389.C2","Active"
"NFATC2","NM_012340","Mean_1HR_C2",1.08383425,"1HR","C2","NM_012340.C2","Active"
"NFATC3","NM_004555","Mean_1HR_C2",7.58204,"1HR","C2","NM_004555.C2","Active"
"NFIL3","NM_005384","Mean_1HR_C2",1.5661425,"1HR","C2","NM_005384.C2","Active"
"NFKB2","NM_002502","Mean_1HR_C2",7.3627325,"1HR","C2","NM_002502.C2","Active"
"NFKBIA","NM_020529","Mean_1HR_C2",54.05215,"1HR","C2","NM_020529.C2","Active"
"NFKBIZ","NM_001005474","Mean_1HR_C2",4.55597,"1HR","C2","NM_001005474.C2","Active"
"NLRP3","NM_001079821","Mean_1HR_C2",0.091093175,"1HR","C2","NM_001079821.C2","Silent"
"NOD1","NM_006092","Mean_1HR_C2",3.1224075,"1HR","C2","NM_006092.C2","Active"
"NOD2","NM_022162","Mean_1HR_C2",0.0591311,"1HR","C2","NM_022162.C2","Silent"
"NOS2","NM_000625","Mean_1HR_C2",0.02762885,"1HR","C2","NM_000625.C2","Silent"
"NOTCH1","NM_017617","Mean_1HR_C2",3.2262825,"1HR","C2","NM_017617.C2","Active"
"NOTCH2","NM_024408","Mean_1HR_C2",1.9275375,"1HR","C2","NM_024408.C2","Active"
"NT5E","NM_002526","Mean_1HR_C2",6.908595,"1HR","C2","NM_002526.C2","Active"
"OAZ1","NM_004152","Mean_1HR_C2",52.817825,"1HR","C2","NM_004152.C2","Active"
"PAX5","NM_016734","Mean_1HR_C2",32.91985,"1HR","C2","NM_016734.C2","Active"
"PDCD1","NM_005018","Mean_1HR_C2",0.6759675,"1HR","C2","NM_005018.C2","Silent"
"PDCD1LG2","NM_025239","Mean_1HR_C2",0.2517515,"1HR","C2","NM_025239.C2","Silent"
"PDCD2","NM_144781","Mean_1HR_C2",1.99863,"1HR","C2","NM_144781.C2","Active"
"PDGFB","NM_033016","Mean_1HR_C2",0.04114385,"1HR","C2","NM_033016.C2","Silent"
"PECAM1","NM_000442","Mean_1HR_C2",2.566765,"1HR","C2","NM_000442.C2","Active"
"PIGR","NM_002644","Mean_1HR_C2",0.021293725,"1HR","C2","NM_002644.C2","Silent"
"PLA2G2A","NM_000300","Mean_1HR_C2",0.02649355,"1HR","C2","NM_000300.C2","Silent"
"PLA2G2E","NM_014589","Mean_1HR_C2",0.096482425,"1HR","C2","NM_014589.C2","Silent"
"PLAU","NM_002658","Mean_1HR_C2",0.575039,"1HR","C2","NM_002658.C2",NA
"PLAUR","NM_001005376","Mean_1HR_C2",0.06653365,"1HR","C2","NM_001005376.C2","Silent"
"PML","NM_002675","Mean_1HR_C2",35.66595,"1HR","C2","NM_002675.C2","Active"
"POLR1B","NM_019014","Mean_1HR_C2",1.6697075,"1HR","C2","NM_019014.C2",NA
"POLR2A","NM_000937","Mean_1HR_C2",13.170775,"1HR","C2","NM_000937.C2","Active"
"POU2F2","NM_002698","Mean_1HR_C2",28.0403,"1HR","C2","NM_002698.C2","Active"
"PPARG","NM_015869","Mean_1HR_C2",0.0244218,"1HR","C2","NM_015869.C2","Silent"
"PPBP","NM_002704","Mean_1HR_C2",0.14276575,"1HR","C2","NM_002704.C2","Silent"
"PPIA","NM_021130","Mean_1HR_C2",3.976525,"1HR","C2","NM_021130.C2","Active"
"PRDM1","NM_001198","Mean_1HR_C2",0.62465525,"1HR","C2","NM_001198.C2","Silent"
"PRF1","NM_005041","Mean_1HR_C2",0.5093105,"1HR","C2","NM_005041.C2",NA
"PRKCD","NM_006254","Mean_1HR_C2",17.0294,"1HR","C2","NM_006254.C2","Active"
"PSMB10","NM_002801","Mean_1HR_C2",29.208375,"1HR","C2","NM_002801.C2","Active"
"PSMB5","NM_001130725","Mean_1HR_C2",7.4023725,"1HR","C2","NM_001130725.C2","Active"
"PSMB7","NM_002799","Mean_1HR_C2",23.051375,"1HR","C2","NM_002799.C2","Active"
"PSMB8","NM_004159","Mean_1HR_C2",22.538375,"1HR","C2","NM_004159.C2","Active"
"PSMB9","NM_002800","Mean_1HR_C2",21.6903,"1HR","C2","NM_002800.C2","Active"
"PSMC2","NM_002803","Mean_1HR_C2",5.3126225,"1HR","C2","NM_002803.C2","Active"
"PSMD7","NM_002811","Mean_1HR_C2",9.34064,"1HR","C2","NM_002811.C2","Active"
"PTAFR","NM_000952","Mean_1HR_C2",23.11655,"1HR","C2","NM_000952.C2","Active"
"PTGER4","NM_000958","Mean_1HR_C2",0.86633575,"1HR","C2","NM_000958.C2","Silent"
"PTGS2","NM_000963","Mean_1HR_C2",0.026496575,"1HR","C2","NM_000963.C2","Silent"
"PTK2","NM_005607","Mean_1HR_C2",0.1705246625,"1HR","C2","NM_005607.C2","Silent"
"PTPN2","NM_002828","Mean_1HR_C2",7.395305,"1HR","C2","NM_002828.C2","Active"
"PTPN22","NM_015967","Mean_1HR_C2",6.599285,"1HR","C2","NM_015967.C2","Active"
"PTPN6","NM_002831","Mean_1HR_C2",64.423025,"1HR","C2","NM_002831.C2","Active"
"PYCARD","NM_013258","Mean_1HR_C2",5.44467,"1HR","C2","NM_013258.C2","Active"
"RAG1","NM_000448","Mean_1HR_C2",0.0233995,"1HR","C2","NM_000448.C2","Silent"
"RAG2","NM_000536","Mean_1HR_C2",0.026487775,"1HR","C2","NM_000536.C2","Silent"
"RARRES3","NM_004585","Mean_1HR_C2",10.096125,"1HR","C2","NM_004585.C2","Active"
"RELB","NM_006509","Mean_1HR_C2",3.0175975,"1HR","C2","NM_006509.C2","Active"
"RORC","NM_001001523","Mean_1HR_C2",0.05170595,"1HR","C2","NM_001001523.C2","Silent"
"RPL19","NM_000981","Mean_1HR_C2",231.9535,"1HR","C2","NM_000981.C2","Active"
"S100A8","NM_002964","Mean_1HR_C2",0.0348786,"1HR","C2","NM_002964.C2","Silent"
"S100A9","NM_002965","Mean_1HR_C2",0.053836475,"1HR","C2","NM_002965.C2","Silent"
"S1PR1","NM_001400","Mean_1HR_C2",2.653725,"1HR","C2","NM_001400.C2",NA
"sCTLA4","NM_001037631","Mean_1HR_C2",0.401858,"1HR","C2","NM_001037631.C2","Silent"
"SELE","NM_000450","Mean_1HR_C2",0.020283175,"1HR","C2","NM_000450.C2","Silent"
"SELL","NR_029467","Mean_1HR_C2",1.10297125,"1HR","C2","NR_029467.C2","Active"
"SELPLG","NM_003006","Mean_1HR_C2",0.12774435,"1HR","C2","NM_003006.C2","Silent"
"SERPING1","NM_000062","Mean_1HR_C2",0.075134325,"1HR","C2","NM_000062.C2","Silent"
"SH2D1A","NM_001114937","Mean_1HR_C2",0.0422012,"1HR","C2","NM_001114937.C2","Silent"
"SIGIRR","NM_021805","Mean_1HR_C2",0.294583,"1HR","C2","NM_021805.C2","Silent"
"SKI","NM_003036","Mean_1HR_C2",15.951125,"1HR","C2","NM_003036.C2","Active"
"SLAMF1","NM_003037","Mean_1HR_C2",1.48033525,"1HR","C2","NM_003037.C2",NA
"SLAMF7","NM_021181","Mean_1HR_C2",0.40822675,"1HR","C2","NM_021181.C2","Silent"
"SLC2A1","NM_006516","Mean_1HR_C2",2.1703125,"1HR","C2","NM_006516.C2","Active"
"SMAD3","NM_005902","Mean_1HR_C2",10.4659475,"1HR","C2","NM_005902.C2","Active"
"SMAD5","NM_005903","Mean_1HR_C2",2.66052,"1HR","C2","NM_005903.C2","Active"
"SOCS1","NM_003745","Mean_1HR_C2",34.792075,"1HR","C2","NM_003745.C2","Active"
"SOCS3","NM_003955","Mean_1HR_C2",1.853795,"1HR","C2","NM_003955.C2","Silent"
"SPP1","NM_000582","Mean_1HR_C2",0.018185875,"1HR","C2","NM_000582.C2","Silent"
"SRC","NM_005417","Mean_1HR_C2",1.4372375,"1HR","C2","NM_005417.C2","Active"
"STAT1","NM_007315","Mean_1HR_C2",52.768125,"1HR","C2","NM_007315.C2","Active"
"STAT2","NM_005419","Mean_1HR_C2",20.6149,"1HR","C2","NM_005419.C2","Active"
"STAT3","NM_139276","Mean_1HR_C2",8.75023,"1HR","C2","NM_139276.C2","Active"
"STAT4","NM_003151","Mean_1HR_C2",0.047512775,"1HR","C2","NM_003151.C2","Silent"
"STAT5A","NM_003152","Mean_1HR_C2",1.0124365,"1HR","C2","NM_003152.C2",NA
"STAT5B","NM_012448","Mean_1HR_C2",4.6622825,"1HR","C2","NM_012448.C2","Active"
