"Gene","Accession","Measure","final.mean","Time","Lot","ID","Status"
"SUCLG2","NM_001177599","Mean_1HR_C2",8.9273975,"1HR","C2","NM_001177599.C2","Active"
"SUFU","NM_001178133","Mean_1HR_C2",2.4806025,"1HR","C2","NM_001178133.C2","Active"
"SUZ12","NM_015355","Mean_1HR_C2",9.55768,"1HR","C2","NM_015355.C2","Active"
"TBK1","NM_013254","Mean_1HR_C2",3.81742166666667,"1HR","C2","NM_013254.C2","Active"
"TBL3","NM_006453","Mean_1HR_C2",1.9002375,"1HR","C2","NM_006453.C2","Active"
"TBX22","NM_001109878","Mean_1HR_C2",0.016317873,"1HR","C2","NM_001109878.C2","Silent"
"TEC","NM_003215","Mean_1HR_C2",0.54224025,"1HR","C2","NM_003215.C2","Silent"
"TESK1","NM_006285","Mean_1HR_C2",4.34276375,"1HR","C2","NM_006285.C2","Active"
"TESK2","NM_007170","Mean_1HR_C2",0.7259225,"1HR","C2","NM_007170.C2",NA
"TFDP1","NM_007111","Mean_1HR_C2",6.8014375,"1HR","C2","NM_007111.C2","Active"
"TGFBR1","NM_004612","Mean_1HR_C2",13.4223683333333,"1HR","C2","NM_004612.C2","Active"
"TGFBR2","NM_001024847","Mean_1HR_C2",11.9611891666667,"1HR","C2","NM_001024847.C2","Active"
"TGFBR3","NM_003243","Mean_1HR_C2",0.190422,"1HR","C2","NM_003243.C2","Silent"
"TIAM1","NM_003253","Mean_1HR_C2",0.012549775,"1HR","C2","NM_003253.C2","Silent"
"TKT","NM_001064","Mean_1HR_C2",12.1103,"1HR","C2","NM_001064.C2","Active"
"TKTL2","NM_032136","Mean_1HR_C2",0.0427607,"1HR","C2","NM_032136.C2","Silent"
"TMEM97","NM_014573","Mean_1HR_C2",0.98564575,"1HR","C2","NM_014573.C2","Silent"
"TNIK","NM_001161560","Mean_1HR_C2",0.0223374625,"1HR","C2","NM_001161560.C2","Silent"
"TNK2","NM_005781","Mean_1HR_C2",11.11451375,"1HR","C2","NM_005781.C2","Active"
"TP53","NM_000546","Mean_1HR_C2",16.8650025,"1HR","C2","NM_000546.C2","Active"
"TPR","NM_003292","Mean_1HR_C2",3.3521475,"1HR","C2","NM_003292.C2","Active"
"TRAP1","NM_016292","Mean_1HR_C2",2.44002,"1HR","C2","NM_016292.C2","Active"
"TRIB1","NM_025195","Mean_1HR_C2",4.42159875,"1HR","C2","NM_025195.C2","Active"
"TRIB3","NM_021158","Mean_1HR_C2",2.07618625,"1HR","C2","NM_021158.C2",NA
"TRIM10","NM_006778","Mean_1HR_C2",0.047787825,"1HR","C2","NM_006778.C2","Silent"
"TRIM24","NM_015905","Mean_1HR_C2",1.6307725,"1HR","C2","NM_015905.C2","Active"
"TRIM26","NM_001242783","Mean_1HR_C2",10.4326675,"1HR","C2","NM_001242783.C2","Active"
"TRIM27","NM_006510","Mean_1HR_C2",2.7028625,"1HR","C2","NM_006510.C2","Active"
"TRIM33","NM_015906","Mean_1HR_C2",8.01972,"1HR","C2","NM_015906.C2","Active"
"TRIM37","NM_001005207","Mean_1HR_C2",4.016895,"1HR","C2","NM_001005207.C2","Active"
"TRIM39","NM_021253","Mean_1HR_C2",1.9688125,"1HR","C2","NM_021253.C2","Active"
"TRIM41","NM_201627","Mean_1HR_C2",2.866825,"1HR","C2","NM_201627.C2","Active"
"TRIM43","NM_138800","Mean_1HR_C2",0.073009475,"1HR","C2","NM_138800.C2","Silent"
"TRIM5","NM_033092","Mean_1HR_C2",1.6108975,"1HR","C2","NM_033092.C2","Active"
"TRIM59","NM_173084","Mean_1HR_C2",3.231505,"1HR","C2","NM_173084.C2","Active"
"TRIM65","NM_173547","Mean_1HR_C2",3.1703325,"1HR","C2","NM_173547.C2","Active"
"TRIM8","NM_030912","Mean_1HR_C2",20.867575,"1HR","C2","NM_030912.C2","Active"
"TRPM7","NM_017672","Mean_1HR_C2",8.16818375,"1HR","C2","NM_017672.C2","Active"
"TSC1","NM_000368","Mean_1HR_C2",4.9668625,"1HR","C2","NM_000368.C2","Active"
"TSHR","NM_001018036","Mean_1HR_C2",0.0553641,"1HR","C2","NM_001018036.C2","Silent"
"TTK","NM_003318","Mean_1HR_C2",0.6785645,"1HR","C2","NM_003318.C2",NA
"TTL","NM_153712","Mean_1HR_C2",1.64015,"1HR","C2","NM_153712.C2","Active"
"TUBB","NM_178014","Mean_1HR_C2",14.8429283333333,"1HR","C2","NM_178014.C2","Active"
"TYK2","NM_003331","Mean_1HR_C2",7.37191416666667,"1HR","C2","NM_003331.C2","Active"
"UCHL3","NM_006002","Mean_1HR_C2",10.8759175,"1HR","C2","NM_006002.C2","Active"
"UCK2","NM_012474","Mean_1HR_C2",2.065355,"1HR","C2","NM_012474.C2","Active"
"VEGFA","NM_001025366","Mean_1HR_C2",6.51643,"1HR","C2","NM_001025366.C2","Active"
"VHL","NM_198156","Mean_1HR_C2",6.1930825,"1HR","C2","NM_198156.C2","Active"
"WNK1","NM_018979","Mean_1HR_C2",11.40169,"1HR","C2","NM_018979.C2","Active"
"XYLB","NM_005108","Mean_1HR_C2",0.21568875,"1HR","C2","NM_005108.C2","Silent"
"YAP1","NM_001130145","Mean_1HR_C2",0.011295073,"1HR","C2","NM_001130145.C2","Silent"
"YES1","NM_005433","Mean_1HR_C2",5.6868125,"1HR","C2","NM_005433.C2","Active"
"ABCB1","NM_000927","Mean_1HR_C2",0.048516375,"1HR","C2","NM_000927.C2","Silent"
"ABCF1","NM_001090","Mean_1HR_C2",8.7940775,"1HR","C2","NM_001090.C2","Active"
"ADA","NM_000022","Mean_1HR_C2",1.02064075,"1HR","C2","NM_000022.C2",NA
"AHR","NM_001621","Mean_1HR_C2",0.115841125,"1HR","C2","NM_001621.C2","Silent"
"AICDA","NM_020661","Mean_1HR_C2",3.42117,"1HR","C2","NM_020661.C2","Active"
"AIRE","NM_000383","Mean_1HR_C2",0.13739,"1HR","C2","NM_000383.C2","Silent"
"ALAS1","NM_000688","Mean_1HR_C2",3.6467775,"1HR","C2","NM_000688.C2","Active"
"APP","NM_000484","Mean_1HR_C2",8.9779925,"1HR","C2","NM_000484.C2","Active"
"ARG1","NM_000045","Mean_1HR_C2",0.04219185,"1HR","C2","NM_000045.C2","Silent"
"ARG2","NM_001172","Mean_1HR_C2",0.067649175,"1HR","C2","NM_001172.C2","Silent"
"ARHGDIB","NM_001175","Mean_1HR_C2",131.3825,"1HR","C2","NM_001175.C2","Active"
"ATG10","NM_001131028","Mean_1HR_C2",0.730734,"1HR","C2","NM_001131028.C2",NA
"ATG12","NM_004707","Mean_1HR_C2",0.78185575,"1HR","C2","NM_004707.C2",NA
"ATG16L1","NM_198890","Mean_1HR_C2",3.5409275,"1HR","C2","NM_198890.C2","Active"
"ATG5","NM_004849","Mean_1HR_C2",1.5925425,"1HR","C2","NM_004849.C2","Active"
"ATG7","NM_001136031","Mean_1HR_C2",1.8050125,"1HR","C2","NM_001136031.C2","Active"
"ATM","NM_000051","Mean_1HR_C2",0.1396314875,"1HR","C2","NM_000051.C2","Silent"
"B2M","NM_004048","Mean_1HR_C2",696.552,"1HR","C2","NM_004048.C2","Active"
"B3GAT1","NM_018644","Mean_1HR_C2",0.022402878,"1HR","C2","NM_018644.C2","Silent"
"BATF","NM_006399","Mean_1HR_C2",0.16990525,"1HR","C2","NM_006399.C2","Silent"
"BATF3","NM_018664","Mean_1HR_C2",0.073483825,"1HR","C2","NM_018664.C2","Silent"
"BAX","NM_138761","Mean_1HR_C2",38.173025,"1HR","C2","NM_138761.C2","Active"
"BCAP31","NM_005745","Mean_1HR_C2",9.8203475,"1HR","C2","NM_005745.C2","Active"
"BCL10","NM_003921","Mean_1HR_C2",22.131325,"1HR","C2","NM_003921.C2","Active"
"BCL2","NM_000657","Mean_1HR_C2",7.19572,"1HR","C2","NM_000657.C2","Active"
"BCL2L11","NM_138621","Mean_1HR_C2",4.5704075,"1HR","C2","NM_138621.C2","Active"
"BCL3","NM_005178","Mean_1HR_C2",15.0472,"1HR","C2","NM_005178.C2","Active"
"BCL6","NM_001706","Mean_1HR_C2",0.1688545,"1HR","C2","NM_001706.C2","Silent"
"BID","NM_001196","Mean_1HR_C2",1.867185,"1HR","C2","NM_001196.C2",NA
"BLNK","NM_013314","Mean_1HR_C2",8.214885,"1HR","C2","NM_013314.C2","Active"
"BST1","NM_004334","Mean_1HR_C2",0.050652825,"1HR","C2","NM_004334.C2","Silent"
"BST2","NM_004335","Mean_1HR_C2",10.601695,"1HR","C2","NM_004335.C2","Active"
"BTLA","NM_181780","Mean_1HR_C2",2.0267075,"1HR","C2","NM_181780.C2","Active"
"C14orf166","NM_016039","Mean_1HR_C2",14.82755,"1HR","C2","NM_016039.C2","Active"
"C1QA","NM_015991","Mean_1HR_C2",0.0338306,"1HR","C2","NM_015991.C2","Silent"
"C1QB","NM_000491","Mean_1HR_C2",0.0444424,"1HR","C2","NM_000491.C2","Silent"
"C1QBP","NM_001212","Mean_1HR_C2",10.61601,"1HR","C2","NM_001212.C2","Active"
"C1R","NM_001733","Mean_1HR_C2",0.175372,"1HR","C2","NM_001733.C2","Silent"
"C1S","NM_001734","Mean_1HR_C2",0.06238625,"1HR","C2","NM_001734.C2","Silent"
"C2","NM_000063","Mean_1HR_C2",0.045363725,"1HR","C2","NM_000063.C2","Silent"
"C3","NM_000064","Mean_1HR_C2",0.072940075,"1HR","C2","NM_000064.C2","Silent"
"C4A/B","NM_007293","Mean_1HR_C2",0.2803205,"1HR","C2","NM_007293.C2","Silent"
"C4BPA","NM_000715","Mean_1HR_C2",0.009964945,"1HR","C2","NM_000715.C2","Silent"
"C5","NM_001735","Mean_1HR_C2",0.3542115,"1HR","C2","NM_001735.C2","Silent"
"C6","NM_000065","Mean_1HR_C2",0.068821225,"1HR","C2","NM_000065.C2","Silent"
"C7","NM_000587","Mean_1HR_C2",0.017153125,"1HR","C2","NM_000587.C2","Silent"
"C8A","NM_000562","Mean_1HR_C2",0.0171591,"1HR","C2","NM_000562.C2","Silent"
"C8B","NM_000066","Mean_1HR_C2",0.021324725,"1HR","C2","NM_000066.C2","Silent"
"C8G","NM_000606","Mean_1HR_C2",0.0506631,"1HR","C2","NM_000606.C2","Silent"
"C9","NM_001737","Mean_1HR_C2",0.0171591,"1HR","C2","NM_001737.C2","Silent"
"CAMP","NM_004345","Mean_1HR_C2",0.33486675,"1HR","C2","NM_004345.C2","Silent"
"CARD9","NM_052813","Mean_1HR_C2",0.19827675,"1HR","C2","NM_052813.C2","Silent"
"CASP1","NM_001223","Mean_1HR_C2",1.5184475,"1HR","C2","NM_001223.C2","Active"
"CASP10","NM_032977","Mean_1HR_C2",0.0496373,"1HR","C2","NM_032977.C2","Silent"
"CASP2","NM_032982","Mean_1HR_C2",5.0753225,"1HR","C2","NM_032982.C2","Active"
"CASP3","NM_032991","Mean_1HR_C2",3.14273,"1HR","C2","NM_032991.C2","Active"
"CASP8","NM_001228","Mean_1HR_C2",13.6119,"1HR","C2","NM_001228.C2","Active"
"CCBP2","NM_001296","Mean_1HR_C2",0.110431625,"1HR","C2","NM_001296.C2","Silent"
"CCL11","NM_002986","Mean_1HR_C2",0.0296667,"1HR","C2","NM_002986.C2","Silent"
"CCL13","NM_005408","Mean_1HR_C2",0.046438025,"1HR","C2","NM_005408.C2","Silent"
"CCL15","NM_032965","Mean_1HR_C2",0.026509725,"1HR","C2","NM_032965.C2","Silent"
"CCL16","NM_004590","Mean_1HR_C2",0.020278948,"1HR","C2","NM_004590.C2","Silent"
"CCL18","NM_002988","Mean_1HR_C2",0.017162298,"1HR","C2","NM_002988.C2","Silent"
"CCL19","NM_006274","Mean_1HR_C2",0.021324725,"1HR","C2","NM_006274.C2","Silent"
"CCL2","NM_002982","Mean_1HR_C2",0.0215143375,"1HR","C2","NM_002982.C2","Silent"
"CCL20","NM_004591","Mean_1HR_C2",0.0181751,"1HR","C2","NM_004591.C2","Silent"
"CCL22","NM_002990","Mean_1HR_C2",12.6018675,"1HR","C2","NM_002990.C2","Active"
"CCL23","NM_145898","Mean_1HR_C2",0.0120025,"1HR","C2","NM_145898.C2","Silent"
"CCL24","NM_002991","Mean_1HR_C2",0.053811825,"1HR","C2","NM_002991.C2","Silent"
"CCL26","NM_006072","Mean_1HR_C2",0.0223197,"1HR","C2","NM_006072.C2","Silent"
"CCL3","NM_002983","Mean_1HR_C2",2.1049275,"1HR","C2","NM_002983.C2","Active"
"CCL4","NM_002984","Mean_1HR_C2",2.153515,"1HR","C2","NM_002984.C2",NA
"CCL5","NM_002985","Mean_1HR_C2",0.1223247,"1HR","C2","NM_002985.C2","Silent"
"CCL7","NM_006273","Mean_1HR_C2",0.011017875,"1HR","C2","NM_006273.C2","Silent"
"CCL8","NM_005623","Mean_1HR_C2",0.014080798,"1HR","C2","NM_005623.C2","Silent"
"CCND3","NM_001760","Mean_1HR_C2",4.244195,"1HR","C2","NM_001760.C2","Active"
"CCR1","NM_001295","Mean_1HR_C2",1.9424075,"1HR","C2","NM_001295.C2","Active"
"CCR10","NM_016602","Mean_1HR_C2",0.4072545,"1HR","C2","NM_016602.C2","Silent"
"CCR2","NM_001123041","Mean_1HR_C2",4.68274,"1HR","C2","NM_001123041.C2","Active"
"CCR5","NM_000579","Mean_1HR_C2",0.3863785,"1HR","C2","NM_000579.C2","Silent"
"CCR6","NM_031409","Mean_1HR_C2",6.968165,"1HR","C2","NM_031409.C2","Active"
"CCRL1","NM_016557","Mean_1HR_C2",0.093377775,"1HR","C2","NM_016557.C2","Silent"
"CCRL2","NM_003965","Mean_1HR_C2",0.054859525,"1HR","C2","NM_003965.C2","Silent"
"CD14","NM_000591","Mean_1HR_C2",0.052855825,"1HR","C2","NM_000591.C2","Silent"
"CD160","NM_007053","Mean_1HR_C2",0.037995575,"1HR","C2","NM_007053.C2","Silent"
"CD163","NM_004244","Mean_1HR_C2",0.043260425,"1HR","C2","NM_004244.C2","Silent"
"CD164","NM_006016","Mean_1HR_C2",14.51205,"1HR","C2","NM_006016.C2","Active"
"CD19","NM_001770","Mean_1HR_C2",21.700625,"1HR","C2","NM_001770.C2","Active"
"CD1A","NM_001763","Mean_1HR_C2",0.0464347,"1HR","C2","NM_001763.C2","Silent"
"CD1D","NM_001766","Mean_1HR_C2",3.2735675,"1HR","C2","NM_001766.C2","Active"
"CD2","NM_001767","Mean_1HR_C2",0.09013925,"1HR","C2","NM_001767.C2","Silent"
"CD209","NM_021155","Mean_1HR_C2",0.0358836,"1HR","C2","NM_021155.C2","Silent"
"CD22","NM_001771","Mean_1HR_C2",41.6269,"1HR","C2","NM_001771.C2","Active"
"CD24","NM_013230","Mean_1HR_C2",52.16695,"1HR","C2","NM_013230.C2","Active"
"CD244","NM_016382","Mean_1HR_C2",0.12009075,"1HR","C2","NM_016382.C2","Silent"
"CD247","NM_198053","Mean_1HR_C2",0.041169975,"1HR","C2","NM_198053.C2","Silent"
"CD27","NM_001242","Mean_1HR_C2",6.6925325,"1HR","C2","NM_001242.C2","Active"
"CD274","NM_014143","Mean_1HR_C2",3.824805,"1HR","C2","NM_014143.C2","Active"
"CD276","NM_001024736","Mean_1HR_C2",0.0369489,"1HR","C2","NM_001024736.C2","Silent"
"CD28","NM_001243078","Mean_1HR_C2",0.02966015,"1HR","C2","NM_001243078.C2","Silent"
"CD34","NM_001025109","Mean_1HR_C2",0.085758875,"1HR","C2","NM_001025109.C2","Silent"
"CD36","NM_001001548","Mean_1HR_C2",1.4961925,"1HR","C2","NM_001001548.C2","Active"
"CD3D","NM_000732","Mean_1HR_C2",0.030744673,"1HR","C2","NM_000732.C2","Silent"
"CD3E","NM_000733","Mean_1HR_C2",0.91012075,"1HR","C2","NM_000733.C2",NA
"CD3EAP","NM_012099","Mean_1HR_C2",1.648515,"1HR","C2","NM_012099.C2","Silent"
"CD4","NM_000616","Mean_1HR_C2",0.036954025,"1HR","C2","NM_000616.C2","Silent"
"CD40","NM_001250","Mean_1HR_C2",23.630625,"1HR","C2","NM_001250.C2","Active"
"CD40LG","NM_000074","Mean_1HR_C2",0.061271575,"1HR","C2","NM_000074.C2","Silent"
"CD44","NM_001001392","Mean_1HR_C2",60.246125,"1HR","C2","NM_001001392.C2","Active"
"CD45R0","NM_080921","Mean_1HR_C2",31.247509375,"1HR","C2","NM_080921.C2","Active"
"CD45RA","NM_002838","Mean_1HR_C2",40.494875,"1HR","C2","NM_002838.C2","Active"
"CD45RB","ENST00000367367","Mean_1HR_C2",1.764995,"1HR","C2","ENST00000367367.C2","Active"
"CD46","NM_172350","Mean_1HR_C2",11.0254,"1HR","C2","NM_172350.C2","Active"
"CD48","NM_001778","Mean_1HR_C2",42.615525,"1HR","C2","NM_001778.C2","Active"
"CD5","NM_014207","Mean_1HR_C2",0.0879637,"1HR","C2","NM_014207.C2","Silent"
"CD53","NM_001040033","Mean_1HR_C2",127.1935,"1HR","C2","NM_001040033.C2","Active"
"CD55","NM_000574","Mean_1HR_C2",0.14060575,"1HR","C2","NM_000574.C2","Silent"
"CD58","NM_001779","Mean_1HR_C2",1.518455,"1HR","C2","NM_001779.C2","Active"
"CD59","NM_000611","Mean_1HR_C2",5.810945,"1HR","C2","NM_000611.C2","Active"
"CD6","NM_006725","Mean_1HR_C2",3.43763,"1HR","C2","NM_006725.C2","Active"
"CD7","NM_006137","Mean_1HR_C2",0.21365625,"1HR","C2","NM_006137.C2","Silent"
"CD70","NM_001252","Mean_1HR_C2",33.86135,"1HR","C2","NM_001252.C2","Active"
"CD74","NM_001025159","Mean_1HR_C2",1585.635,"1HR","C2","NM_001025159.C2","Active"
"CD79A","NM_001783","Mean_1HR_C2",150.90975,"1HR","C2","NM_001783.C2","Active"
"CD79B","NM_021602","Mean_1HR_C2",183.0565,"1HR","C2","NM_021602.C2","Active"
"CD80","NM_005191","Mean_1HR_C2",0.325527,"1HR","C2","NM_005191.C2","Silent"
"CD81","NM_004356","Mean_1HR_C2",27.98365,"1HR","C2","NM_004356.C2","Active"
"CD82","NM_002231","Mean_1HR_C2",9.4905675,"1HR","C2","NM_002231.C2","Active"
"CD83","NM_004233","Mean_1HR_C2",32.263825,"1HR","C2","NM_004233.C2","Active"
"CD86","NM_175862","Mean_1HR_C2",2.515415,"1HR","C2","NM_175862.C2","Active"
"CD8A","NM_001768","Mean_1HR_C2",0.032757225,"1HR","C2","NM_001768.C2","Silent"
"CD8B","NM_004931","Mean_1HR_C2",0.027556325,"1HR","C2","NM_004931.C2","Silent"
"CD9","NM_001769","Mean_1HR_C2",3.3318575,"1HR","C2","NM_001769.C2","Active"
"CD96","NM_005816","Mean_1HR_C2",0.4794105,"1HR","C2","NM_005816.C2",NA
"CD97","NM_078481","Mean_1HR_C2",14.049575,"1HR","C2","NM_078481.C2","Active"
"CD99","NM_002414","Mean_1HR_C2",40.858325,"1HR","C2","NM_002414.C2","Active"
"CDH5","NM_001795","Mean_1HR_C2",0.013037273,"1HR","C2","NM_001795.C2","Silent"
"CEACAM1","NM_001712","Mean_1HR_C2",1.576025,"1HR","C2","NM_001712.C2","Active"
"CEACAM6","NM_002483","Mean_1HR_C2",0.05700075,"1HR","C2","NM_002483.C2","Silent"
"CEACAM8","NM_001816","Mean_1HR_C2",0.035948525,"1HR","C2","NM_001816.C2","Silent"
"CEBPB","NM_005194","Mean_1HR_C2",0.897549,"1HR","C2","NM_005194.C2",NA
"CFB","NM_001710","Mean_1HR_C2",0.045350975,"1HR","C2","NM_001710.C2","Silent"
"CFD","NM_001928","Mean_1HR_C2",0.351913,"1HR","C2","NM_001928.C2","Silent"
"CFH","NM_001014975","Mean_1HR_C2",0.018185875,"1HR","C2","NM_001014975.C2","Silent"
"CFI","NM_000204","Mean_1HR_C2",0.070813975,"1HR","C2","NM_000204.C2","Silent"
"CFP","NM_002621","Mean_1HR_C2",3.0300575,"1HR","C2","NM_002621.C2","Active"
"CHUK","NM_001278","Mean_1HR_C2",4.47560625,"1HR","C2","NM_001278.C2","Active"
"CIITA","NM_000246","Mean_1HR_C2",12.662475,"1HR","C2","NM_000246.C2","Active"
"CISH","NM_145071","Mean_1HR_C2",0.15360175,"1HR","C2","NM_145071.C2","Silent"
"CLEC4A","NM_194448","Mean_1HR_C2",0.331006,"1HR","C2","NM_194448.C2","Silent"
"CLEC4E","NM_014358","Mean_1HR_C2",0.029625,"1HR","C2","NM_014358.C2","Silent"
"CLEC5A","NM_013252","Mean_1HR_C2",0.05382995,"1HR","C2","NM_013252.C2","Silent"
"CLEC6A","NM_001007033","Mean_1HR_C2",0.054910175,"1HR","C2","NM_001007033.C2","Silent"
"CLEC7A","NM_197954","Mean_1HR_C2",0.0348329,"1HR","C2","NM_197954.C2","Silent"
"CLU","NM_001831","Mean_1HR_C2",0.02859225,"1HR","C2","NM_001831.C2","Silent"
"CMKLR1","NM_004072","Mean_1HR_C2",0.10188615,"1HR","C2","NM_004072.C2","Silent"
"CR1","NM_000651","Mean_1HR_C2",0.072940075,"1HR","C2","NM_000651.C2","Silent"
"CR2","NM_001006658","Mean_1HR_C2",0.007072953,"1HR","C2","NM_001006658.C2","Silent"
"CRADD","NM_003805","Mean_1HR_C2",0.71387925,"1HR","C2","NM_003805.C2",NA
"CSF1","NM_000757","Mean_1HR_C2",0.133145925,"1HR","C2","NM_000757.C2","Silent"
"CSF2","NM_000758","Mean_1HR_C2",0.015200025,"1HR","C2","NM_000758.C2","Silent"
"CSF2RB","NM_000395","Mean_1HR_C2",1.4152125,"1HR","C2","NM_000395.C2","Active"
"CSF3R","NM_156038","Mean_1HR_C2",0.018194675,"1HR","C2","NM_156038.C2","Silent"
"CTLA4_all","NM_005214","Mean_1HR_C2",0.0281354375,"1HR","C2","NM_005214.C2","Silent"
"CTSC","NM_001814","Mean_1HR_C2",6.086685,"1HR","C2","NM_001814.C2","Active"
"CTSG","NM_001911","Mean_1HR_C2",0.041156225,"1HR","C2","NM_001911.C2","Silent"
"CTSS","NM_004079","Mean_1HR_C2",34.861325,"1HR","C2","NM_004079.C2","Active"
"CUL9","NM_015089","Mean_1HR_C2",2.1964725,"1HR","C2","NM_015089.C2","Active"
"CX3CL1","NM_002996","Mean_1HR_C2",0.0296054,"1HR","C2","NM_002996.C2","Silent"
"CX3CR1","NM_001337","Mean_1HR_C2",1.6071125,"1HR","C2","NM_001337.C2","Active"
"CXCL1","NM_001511","Mean_1HR_C2",0.0485249,"1HR","C2","NM_001511.C2","Silent"
"CXCL10","NM_001565","Mean_1HR_C2",0.23860125,"1HR","C2","NM_001565.C2","Silent"
"CXCL11","NM_005409","Mean_1HR_C2",0.1212201,"1HR","C2","NM_005409.C2","Silent"
"CXCL12","NM_000609","Mean_1HR_C2",0.0130822,"1HR","C2","NM_000609.C2","Silent"
"CXCL13","NM_006419","Mean_1HR_C2",0.025463375,"1HR","C2","NM_006419.C2","Silent"
"CXCL2","NM_002089","Mean_1HR_C2",0.029645375,"1HR","C2","NM_002089.C2","Silent"
"CXCL9","NM_002416","Mean_1HR_C2",0.016141125,"1HR","C2","NM_002416.C2","Silent"
"CXCR1","NM_000634","Mean_1HR_C2",0.100783975,"1HR","C2","NM_000634.C2","Silent"
"CXCR2","NM_001557","Mean_1HR_C2",0.10290545,"1HR","C2","NM_001557.C2","Silent"
"CXCR3","NM_001504","Mean_1HR_C2",0.42726075,"1HR","C2","NM_001504.C2","Silent"
"CXCR4","NM_003467","Mean_1HR_C2",17.48232,"1HR","C2","NM_003467.C2","Active"
"CXCR6","NM_006564","Mean_1HR_C2",0.02130995,"1HR","C2","NM_006564.C2","Silent"
"CYBB","NM_000397","Mean_1HR_C2",39.281225,"1HR","C2","NM_000397.C2","Active"
"DEFB1","NM_005218","Mean_1HR_C2",0.03175885,"1HR","C2","NM_005218.C2","Silent"
"DEFB103A","NM_001081551","Mean_1HR_C2",0.03906935,"1HR","C2","NM_001081551.C2","Silent"
"DEFB103B","NM_018661","Mean_1HR_C2",0.039050875,"1HR","C2","NM_018661.C2","Silent"
"DEFB4A","NM_004942","Mean_1HR_C2",0.016163095,"1HR","C2","NM_004942.C2","Silent"
"DPP4","NM_001935","Mean_1HR_C2",0.033805225,"1HR","C2","NM_001935.C2","Silent"
"DUSP4","NM_057158","Mean_1HR_C2",0.08150225,"1HR","C2","NM_057158.C2","Silent"
"EBI3","NM_005755","Mean_1HR_C2",6.57636,"1HR","C2","NM_005755.C2","Active"
"EDNRB","NM_003991","Mean_1HR_C2",0.010042623,"1HR","C2","NM_003991.C2","Silent"
"EEF1G","NM_001404","Mean_1HR_C2",117.15955,"1HR","C2","NM_001404.C2","Active"
"EGR1","NM_001964","Mean_1HR_C2",3.5035725,"1HR","C2","NM_001964.C2","Active"
"EGR2","NM_000399","Mean_1HR_C2",0.904234,"1HR","C2","NM_000399.C2",NA
"ENTPD1","NM_001098175","Mean_1HR_C2",5.89951,"1HR","C2","NM_001098175.C2","Active"
"EOMES","NM_005442","Mean_1HR_C2",0.072950375,"1HR","C2","NM_005442.C2","Silent"
"ETS1","NM_005238","Mean_1HR_C2",18.8555,"1HR","C2","NM_005238.C2","Active"
"FADD","NM_003824","Mean_1HR_C2",0.70144875,"1HR","C2","NM_003824.C2","Silent"
"FAS","NM_000043","Mean_1HR_C2",0.19708675,"1HR","C2","NM_000043.C2","Silent"
"FCAR","NM_133280","Mean_1HR_C2",0.017177873,"1HR","C2","NM_133280.C2","Silent"
"FCER1A","NM_002001","Mean_1HR_C2",0.06231145,"1HR","C2","NM_002001.C2","Silent"
"FCER1G","NM_004106","Mean_1HR_C2",0.11910345,"1HR","C2","NM_004106.C2","Silent"
"FCGR1A/B","NM_000566","Mean_1HR_C2",0.023378275,"1HR","C2","NM_000566.C2","Silent"
"FCGR2A","NM_021642","Mean_1HR_C2",1.14825725,"1HR","C2","NM_021642.C2","Active"
"FCGR2A/C","NM_201563","Mean_1HR_C2",34.79685,"1HR","C2","NM_201563.C2","Active"
"FCGR2B","NM_001002273","Mean_1HR_C2",26.952625,"1HR","C2","NM_001002273.C2","Active"
"FCGR3A/B","NM_000570","Mean_1HR_C2",0.0285831,"1HR","C2","NM_000570.C2","Silent"
"FCGRT","NM_004107","Mean_1HR_C2",6.0800675,"1HR","C2","NM_004107.C2","Active"
"FKBP5","NM_001145775","Mean_1HR_C2",1.8106275,"1HR","C2","NM_001145775.C2","Active"
"FN1","NM_212482","Mean_1HR_C2",0.020301623,"1HR","C2","NM_212482.C2","Silent"
"FOXP3","NM_014009","Mean_1HR_C2",0.0223245,"1HR","C2","NM_014009.C2","Silent"
"G6PD","NM_000402","Mean_1HR_C2",2.70401625,"1HR","C2","NM_000402.C2","Active"
"GAPDH","NM_002046","Mean_1HR_C2",132.09075,"1HR","C2","NM_002046.C2","Active"
"GATA3","NM_001002295","Mean_1HR_C2",0.0317418,"1HR","C2","NM_001002295.C2","Silent"
"GBP1","NM_002053","Mean_1HR_C2",1.85244,"1HR","C2","NM_002053.C2","Active"
"GBP5","NM_052942","Mean_1HR_C2",0.024417475,"1HR","C2","NM_052942.C2","Silent"
"GFI1","NM_005263","Mean_1HR_C2",0.21467275,"1HR","C2","NM_005263.C2","Silent"
"GNLY","NM_006433","Mean_1HR_C2",0.0538952,"1HR","C2","NM_006433.C2","Silent"
"GP1BB","NM_000407","Mean_1HR_C2",0.0433237,"1HR","C2","NM_000407.C2","Silent"
"GZMA","NM_006144","Mean_1HR_C2",0.035886625,"1HR","C2","NM_006144.C2","Silent"
"GZMB","NM_004131","Mean_1HR_C2",0.028580025,"1HR","C2","NM_004131.C2","Silent"
"GZMK","NM_002104","Mean_1HR_C2",0.026496575,"1HR","C2","NM_002104.C2","Silent"
"HAMP","NM_021175","Mean_1HR_C2",0.031733425,"1HR","C2","NM_021175.C2","Silent"
"HAVCR2","NM_032782","Mean_1HR_C2",0.72963225,"1HR","C2","NM_032782.C2",NA
